校区,开课学院,课程代码,课程名称,任课教师,班级名称,人数,考试时间,教室名称,备注
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,B120503,1,2014年09月04日(18:30-20:20),教2－301,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,B120504,1,2014年09月04日(18:30-20:20),教2－301,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,B120505,1,2014年09月04日(18:30-20:20),教2－301,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,B120506,4,2014年09月04日(18:30-20:20),教2－301,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,B120508,2,2014年09月04日(18:30-20:20),教2－301,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,B120509,2,2014年09月04日(18:30-20:20),教2－301,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,B120510,2,2014年09月04日(18:30-20:20),教2－301,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,B120511,2,2014年09月04日(18:30-20:20),教2－301,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,B130701,20,2014年09月04日(18:30-20:20),教3－302,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,B130702,19,2014年09月04日(18:30-20:20),教3－302,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,B130703,23,2014年09月04日(18:30-20:20),教3－302,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,B130704,11,2014年09月04日(18:30-20:20),教3－302,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,B130704,4,2014年09月04日(18:30-20:20),教3－400,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,Q120102(DX),1,2014年09月04日(18:30-20:20),教4－101,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,Q120102(JK),1,2014年09月04日(18:30-20:20),教4－101,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,Q120102(T2),1,2014年09月04日(18:30-20:20),教4－101,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,Q120103(T2),3,2014年09月04日(18:30-20:20),教4－101,
仙林,理学院,B0600023S,高等数学A(下),赵洪牛,Q130103,16,2014年09月04日(18:30-20:20),教4－101,
三牌楼,理学院,B0600023S,高等数学A(下),赵洪牛,B100117,1,2014年09月04日(18:30-20:20),图6,
三牌楼,理学院,B0600023S,高等数学A(下),赵洪牛,B110101,1,2014年09月04日(18:30-20:20),图6,
三牌楼,理学院,B0600023S,高等数学A(下),赵洪牛,B110104,1,2014年09月04日(18:30-20:20),图6,
三牌楼,理学院,B0600023S,高等数学A(下),赵洪牛,B110105,1,2014年09月04日(18:30-20:20),图6,
三牌楼,理学院,B0600023S,高等数学A(下),赵洪牛,B110106,1,2014年09月04日(18:30-20:20),图6,
三牌楼,理学院,B0600023S,高等数学A(下),赵洪牛,B110107,2,2014年09月04日(18:30-20:20),图6,
仙林,理学院,B0600023S,高等数学A(下),周华,B130101,4,2014年09月04日(18:30-20:20),教2－302,
仙林,理学院,B0600023S,高等数学A(下),周华,B130102,1,2014年09月04日(18:30-20:20),教2－302,
仙林,理学院,B0600023S,高等数学A(下),周华,B130103,7,2014年09月04日(18:30-20:20),教2－302,
仙林,理学院,B0600023S,高等数学A(下),周华,Q120101(DX),1,2014年09月04日(18:30-20:20),教4－101,
仙林,理学院,B0600023S,高等数学A(下),周华,Q120101(T1),2,2014年09月04日(18:30-20:20),教4－101,
仙林,理学院,B0600023S,高等数学A(下),周华,Q120102(T1),1,2014年09月04日(18:30-20:20),教4－101,
仙林,理学院,B0600023S,高等数学A(下),,B120402,1,2014年09月04日(18:30-20:20),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,常春耘,B110407,1,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,常春耘,B130406,9,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,常春耘,B130407,13,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,常春耘,B130408,8,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,常春耘,B130701,13,2014年09月05日(16:00-17:50),教2－102,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,常春耘,B130702,9,2014年09月05日(16:00-17:50),教2－102,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,常春耘,B130702,8,2014年09月05日(16:00-17:50),教2－202,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,常春耘,B130703,21,2014年09月05日(16:00-17:50),教2－202,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B110401,2,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B110402,2,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B110403,1,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B110405,2,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B110407,2,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B110604,1,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B110702,1,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B110801,1,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B110802,1,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B110902,2,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B111001,3,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B111401,2,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B111402,1,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B120402,2,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B120403,2,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B120404,1,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B120405,1,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B120604,2,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B120701,2,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B120702,1,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B120902,2,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B121001,3,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陈将伟,B121002,2,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0401122S,VLSI版图设计基础,吉新村,B110206,1,2014年09月05日(16:00-17:50),教2－400,
仙林,电子科学与工程学院,B0401122S,VLSI版图设计基础,吉新村,B110207,1,2014年09月05日(16:00-17:50),教2－400,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陶志阔,B130601,16,2014年09月05日(16:00-17:50),教2－102,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陶志阔,B130602,3,2014年09月05日(16:00-17:50),教2－102,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陶志阔,B130603,7,2014年09月05日(16:00-17:50),教2－102,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陶志阔,B130604,10,2014年09月05日(16:00-17:50),教2－102,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陶志阔,B130704,10,2014年09月05日(16:00-17:50),教2－202,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陶志阔,B130705,16,2014年09月05日(16:00-17:50),教2－202,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陶志阔,B130706,18,2014年09月05日(16:00-17:50),教2－202,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陶志阔,B130901,3,2014年09月05日(16:00-17:50),教2－202,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,陶志阔,B130902,5,2014年09月05日(16:00-17:50),教2－202,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,王海荣,B130409,12,2014年09月05日(16:00-17:50),教2－101,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,王海荣,B130409,2,2014年09月05日(16:00-17:50),教2－102,
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,王海荣,B130410,22,2014年09月05日(16:00-17:50),教2－102,
仙林,管理学院,B0106632C,网络信息资源检索与利用,刘长贤,B121107,1,2014年09月05日(16:00-17:50),教2－400,
仙林,管理学院,B0106632C,网络信息资源检索与利用,刘长贤,B121108,1,2014年09月05日(16:00-17:50),教2－400,
仙林,管理学院,B0106632C,网络信息资源检索与利用,刘长贤,B121111,1,2014年09月05日(16:00-17:50),教2－400,
仙林,光电工程学院,B0402022S,量子物理,张融,B110201,1,2014年09月05日(16:00-17:50),教2－300,
仙林,光电工程学院,B0402022S,量子物理,张融,B110202,1,2014年09月05日(16:00-17:50),教2－300,
仙林,光电工程学院,B0402022S,量子物理,张融,B110203,5,2014年09月05日(16:00-17:50),教2－300,
仙林,光电工程学院,B0402022S,量子物理,张融,B120201,4,2014年09月05日(16:00-17:50),教2－300,
仙林,光电工程学院,B0402022S,量子物理,张融,B120202,4,2014年09月05日(16:00-17:50),教2－300,
仙林,光电工程学院,B0402022S,量子物理,张融,B120203,1,2014年09月05日(16:00-17:50),教2－300,
仙林,光电工程学院,B0402022S,量子物理,郑加金,B110301,2,2014年09月05日(16:00-17:50),教2－300,
仙林,光电工程学院,B0402022S,量子物理,郑加金,B110302,1,2014年09月05日(16:00-17:50),教2－300,
仙林,光电工程学院,B0402022S,量子物理,郑加金,B120301,6,2014年09月05日(16:00-17:50),教2－300,
仙林,光电工程学院,B0402022S,量子物理,郑加金,B120302,9,2014年09月05日(16:00-17:50),教2－300,
仙林,光电工程学院,B0402022S,量子物理,郑加金,B120303,22,2014年09月05日(16:00-17:50),教2－300,
仙林,计算机学院,B0302082C,网络信息安全B,冯荣俊,B111201,1,2014年09月05日(16:00-17:50),教2－302,
仙林,理学院,B0606021S,通信技术,戴建新,B110802,1,2014年09月05日(16:00-17:50),教2－302,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B110510,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B120101,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B120106,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B120108,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B120510,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B130104,2,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B130105,2,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B130107,2,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B130108,2,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B130109,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B130111,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B130112,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B130116,5,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B130117,3,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B130202,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B130203,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B130204,3,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B130903,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,窦军,B130905,2,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,胡正飞,B120605,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,胡正飞,B130101,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,胡正飞,B130103,3,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,胡正飞,B130113,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,胡正飞,B130115,3,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,胡正飞,B130205,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,胡正飞,B130206,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,胡正飞,B130207,2,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,胡正飞,B130906,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0600411S,制图基础及计算机绘图,胡正飞,B130907,1,2014年09月05日(16:00-17:50),教2－301,
仙林,理学院,B0602081S,多元统计分析,唐诚,B110804,5,2014年09月05日(16:00-17:50),教2－302,
仙林,理学院,B0601171C,现代密码学,殷晓晖,B100802,1,2014年09月05日(16:00-17:50),教2－302,
仙林,理学院,B0601171C,现代密码学,殷晓晖,B110801,3,2014年09月05日(16:00-17:50),教2－302,
仙林,理学院,B0601171C,现代密码学,殷晓晖,B110802,2,2014年09月05日(16:00-17:50),教2－302,
仙林,理学院,B0601171C,现代密码学,殷晓晖,B120801,7,2014年09月05日(16:00-17:50),教2－302,
仙林,理学院,B0601171C,现代密码学,殷晓晖,B120802,6,2014年09月05日(16:00-17:50),教2－302,
仙林,软件学院,B1201232S,编译方法,徐佳,B110409,13,2014年09月05日(16:00-17:50),教2－302,
仙林,软件学院,B1201232S,编译方法,徐佳,B110410,8,2014年09月05日(16:00-17:50),教2－302,
仙林,软件学院,B1201232S,编译方法,徐佳,B110411,3,2014年09月05日(16:00-17:50),教2－302,
三牌楼,通信与信息工程学院,B0207032C,嵌入式系统B,王奇,B110101,2,2014年09月05日(16:00-17:50),图6,
三牌楼,通信与信息工程学院,B0207032S,嵌入式系统B,余雪勇,B110111,2,2014年09月05日(16:00-17:50),图6,
三牌楼,通信与信息工程学院,B0207032S,嵌入式系统B,余雪勇,B110112,3,2014年09月05日(16:00-17:50),图6,
三牌楼,通信与信息工程学院,B0207032S,嵌入式系统B,赵建立,B110115,1,2014年09月05日(16:00-17:50),图6,
三牌楼,通信与信息工程学院,B0207032S,嵌入式系统B,赵建立,B110116,1,2014年09月05日(16:00-17:50),图6,
仙林,通信与信息工程学院,B0207032S,嵌入式系统B,赵建立/赵来定,B110903,2,2014年09月05日(16:00-17:50),教2－400,
仙林,自动化学院,B0502360S,误差理论与数据分析,刘瑞兰,B110504,3,2014年09月05日(16:00-17:50),教2－400,
仙林,自动化学院,B0502360S,误差理论与数据分析,刘瑞兰,B110505,1,2014年09月05日(16:00-17:50),教2－400,
仙林,自动化学院,B0503110C,继电保护原理,吴英俊,B110506,6,2014年09月05日(16:00-17:50),教2－400,
仙林,自动化学院,B0503110C,继电保护原理,吴英俊,B110507,5,2014年09月05日(16:00-17:50),教2－400,
仙林,自动化学院,B0503110C,继电保护原理,吴英俊,B110508,5,2014年09月05日(16:00-17:50),教2－400,
仙林,自动化学院,B0503110C,继电保护原理,吴英俊,B110509,1,2014年09月05日(16:00-17:50),教2－400,
仙林,理学院,B0600331S,物理学概论,包刚,B131305,1,2014年09月05日(18:30-20:20),教3－300,
仙林,理学院,B0600311S,大学物理(上),毕岚,B130201,12,2014年09月05日(18:30-20:20),教2－302,
仙林,理学院,B0600311S,大学物理(上),毕岚,B130202,5,2014年09月05日(18:30-20:20),教2－302,
仙林,理学院,B0600311S,大学物理(上),毕岚,B130203,11,2014年09月05日(18:30-20:20),教2－302,
仙林,理学院,B0600311S,大学物理(上),毕岚,B130204,5,2014年09月05日(18:30-20:20),教2－302,
仙林,理学院,B0600311S,大学物理(上),毕岚,B130205,8,2014年09月05日(18:30-20:20),教2－302,
仙林,理学院,B0600311S,大学物理(上),毕岚,B130206,8,2014年09月05日(18:30-20:20),教2－302,
仙林,理学院,B0600311S,大学物理(上),毕岚,B130207,1,2014年09月05日(18:30-20:20),教2－302,
仙林,理学院,B0600311S,大学物理(上),程杰,B130113,1,2014年09月05日(18:30-20:20),教2－301,
仙林,理学院,B0600311S,大学物理(上),程杰,B130114,13,2014年09月05日(18:30-20:20),教2－301,
仙林,理学院,B0600311S,大学物理(上),程杰,B130115,13,2014年09月05日(18:30-20:20),教2－301,
仙林,理学院,B0600311S,大学物理(上),董慧媛,B130801,10,2014年09月05日(18:30-20:20),教3－201,
仙林,理学院,B0600311S,大学物理(上),董慧媛,B130802,14,2014年09月05日(18:30-20:20),教3－201,
仙林,理学院,B0600311S,大学物理(上),董慧媛,B130803,9,2014年09月05日(18:30-20:20),教3－201,
仙林,理学院,B0600311S,大学物理(上),董慧媛,B130804,9,2014年09月05日(18:30-20:20),教3－201,
仙林,理学院,B0600311S,大学物理(上),李三龙,B130704,10,2014年09月05日(18:30-20:20),教3－102,
仙林,理学院,B0600311S,大学物理(上),李三龙,B130705,1,2014年09月05日(18:30-20:20),教3－102,
仙林,理学院,B0600311S,大学物理(上),李三龙,B130705,16,2014年09月05日(18:30-20:20),教3－201,
仙林,理学院,B0600311S,大学物理(上),李三龙,B130706,9,2014年09月05日(18:30-20:20),教3－201,
仙林,理学院,B0600311S,大学物理(上),李三龙,B130901,7,2014年09月05日(18:30-20:20),教3－201,
仙林,理学院,B0600311S,大学物理(上),李三龙,B130902,6,2014年09月05日(18:30-20:20),教3－201,
仙林,理学院,B0600311S,大学物理(上),李三龙,B130907,6,2014年09月05日(18:30-20:20),教3－201,
仙林,理学院,B0600311S,大学物理(上),李三龙,B130907,2,2014年09月05日(18:30-20:20),教3－202,
仙林,理学院,B0600311S,大学物理(上),李三龙,B130908,6,2014年09月05日(18:30-20:20),教3－202,
仙林,理学院,B0600311S,大学物理(上),李兴鳌,B130601,8,2014年09月05日(18:30-20:20),教3－101,
仙林,理学院,B0600311S,大学物理(上),李兴鳌,B130602,5,2014年09月05日(18:30-20:20),教3－101,
仙林,理学院,B0600311S,大学物理(上),李兴鳌,B130603,7,2014年09月05日(18:30-20:20),教3－101,
仙林,理学院,B0600311S,大学物理(上),李永涛,B130701,21,2014年09月05日(18:30-20:20),教3－102,
仙林,理学院,B0600311S,大学物理(上),李永涛,B130702,18,2014年09月05日(18:30-20:20),教3－102,
仙林,理学院,B0600311S,大学物理(上),李永涛,B130703,12,2014年09月05日(18:30-20:20),教3－102,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110206,1,2014年09月05日(18:30-20:20),教2－102,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110301,1,2014年09月05日(18:30-20:20),教2－102,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110503,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110504,2,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110505,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110506,3,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110507,2,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110508,2,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110510,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110601,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110602,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110701,2,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110703,4,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110704,2,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110705,3,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110801,3,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110802,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110804,2,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110901,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110902,2,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110903,3,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B110904,4,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120113,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120201,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120205,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120301,6,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120303,7,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120304,2,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120305,3,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120306,2,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120404,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120412,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120413,2,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120501,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120503,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120509,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120510,2,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120601,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120602,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120603,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120604,3,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120605,3,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120606,3,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120701,1,2014年09月05日(18:30-20:20),教2－202,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120701,1,2014年09月05日(18:30-20:20),教2－300,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120702,1,2014年09月05日(18:30-20:20),教2－300,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120705,1,2014年09月05日(18:30-20:20),教2－300,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120706,2,2014年09月05日(18:30-20:20),教2－300,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120901,4,2014年09月05日(18:30-20:20),教2－300,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120904,6,2014年09月05日(18:30-20:20),教2－300,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B120905,2,2014年09月05日(18:30-20:20),教2－300,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B130101,8,2014年09月05日(18:30-20:20),教2－300,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B130102,5,2014年09月05日(18:30-20:20),教2－300,
仙林,理学院,B0600311S,大学物理(上),刘胜利,B130103,10,2014年09月05日(18:30-20:20),教2－300,
仙林,理学院,B0603092S,固体物理,刘胜利,B110806,1,2014年09月05日(18:30-20:20),教3－300,
三牌楼,理学院,B0600311S,大学物理(上),刘胜利,B110115,2,2014年09月05日(18:30-20:20),图6,
仙林,理学院,B0600311S,大学物理(上),彭永刚,B130107,12,2014年09月05日(18:30-20:20),教2－300,
仙林,理学院,B0600311S,大学物理(上),彭永刚,B130108,7,2014年09月05日(18:30-20:20),教2－300,
仙林,理学院,B0600311S,大学物理(上),彭永刚,B130108,5,2014年09月05日(18:30-20:20),教2－301,
仙林,理学院,B0600311S,大学物理(上),彭永刚,B130109,5,2014年09月05日(18:30-20:20),教2－301,
仙林,理学院,B0600311S,大学物理(上),束华中,B110201,1,2014年09月05日(18:30-20:20),教2－101,
仙林,理学院,B0600311S,大学物理(上),束华中,B110204,1,2014年09月05日(18:30-20:20),教2－101,
仙林,理学院,B0600311S,大学物理(上),束华中,B110205,1,2014年09月05日(18:30-20:20),教2－101,
仙林,理学院,B0600311S,大学物理(上),束华中,B110206,1,2014年09月05日(18:30-20:20),教2－101,
仙林,理学院,B0600311S,大学物理(上),束华中,B110207,1,2014年09月05日(18:30-20:20),教2－101,
仙林,理学院,B0600311S,大学物理(上),束华中,B110304,1,2014年09月05日(18:30-20:20),教2－101,
仙林,理学院,B0600311S,大学物理(上),束华中,B110306,1,2014年09月05日(18:30-20:20),教2－101,
仙林,理学院,B0600311S,大学物理(上),束华中,B110401,1,2014年09月05日(18:30-20:20),教2－101,
仙林,理学院,B0600311S,大学物理(上),束华中,B110402,2,2014年09月05日(18:30-20:20),教2－101,
仙林,理学院,B0600311S,大学物理(上),束华中,B110404,2,2014年09月05日(18:30-20:20),教2－101,
仙林,理学院,B0600311S,大学物理(上),束华中,B110405,1,2014年09月05日(18:30-20:20),教2－101,
